mode,ox/red,error,control changes,counter inc.,time/s,control/V,Ewe/V,<I>/mA,P/W
2,0,0,1,0,671.9794,0.124301262,0.124444596,-0.000545261,6.79E-08
2,0,0,0,0,671.9849,0.12375135,0.124021851,-0.000534587,6.63E-08
2,0,0,0,0,671.9949,0.122751601,0.12297406,-0.000542549,6.67E-08
2,0,0,0,0,672.0049,0.121751837,0.121923089,-0.000538086,6.56E-08
2,0,0,0,0,672.0149,0.120752066,0.120883785,-0.000547879,6.62E-08
2,0,0,0,0,672.0249,0.119752303,0.119918637,-0.00054606,6.55E-08
2,0,0,0,0,672.0349,0.118752539,0.118940756,-0.000549524,6.54E-08
2,0,0,0,0,672.0449,0.117752776,0.117882371,-0.000555486,6.55E-08
2,0,0,0,0,672.0549,0.116753004,0.116961725,-0.000552596,6.46E-08
2,0,0,0,0,672.0649,0.115753241,0.115928769,-0.000563521,6.53E-08
2,0,0,0,0,672.0749,0.114753477,0.114887342,-0.000560766,6.44E-08
2,0,0,0,0,672.0849,0.113753721,0.1139635,-0.000564766,6.44E-08
2,0,0,0,0,672.0949,0.112753958,0.112907238,-0.000571029,6.45E-08
2,0,0,0,0,672.1049,0.111754194,0.112021551,-0.000567665,6.36E-08
2,0,0,0,0,672.1149,0.110754423,0.110932447,-0.000578603,6.42E-08
2,0,0,0,0,672.1249,0.109754659,0.109910071,-0.000576588,6.34E-08
2,0,0,0,0,672.1349,0.108754896,0.108913146,-0.000580852,6.33E-08
2,0,0,0,0,672.1449,0.107755132,0.107898206,-0.00058723,6.34E-08
2,0,0,0,0,672.1549,0.106755368,0.106918216,-0.000583376,6.24E-08
2,0,0,0,0,672.1649,0.105755605,0.105879955,-0.000594652,6.30E-08
2,0,0,0,0,672.1749,0.104755841,0.104895741,-0.000591326,6.20E-08
2,0,0,0,0,672.1849,0.103756078,0.103938013,-0.000595698,6.19E-08
2,0,0,0,0,672.1949,0.102756314,0.102937885,-0.000603724,6.21E-08
2,0,0,0,0,672.2049,0.10175655,0.101964258,-0.000599489,6.11E-08
2,0,0,0,0,672.2149,0.100756787,0.100948259,-0.000610916,6.17E-08
2,0,0,0,0,672.2249,0.099757016,0.099919543,-0.000607743,6.07E-08
2,0,0,0,0,672.2349,0.098757252,0.098896131,-0.00061299,6.06E-08
2,0,0,0,0,672.2449,0.097757489,0.097911902,-0.000620544,6.08E-08
2,0,0,0,0,672.2549,0.096757725,0.096901193,-0.000616485,5.97E-08
2,0,0,0,0,672.2649,0.095757969,0.095919095,-0.00062569,6.00E-08
2,0,0,0,0,672.2749,0.094758198,0.0949497,-0.000625342,5.94E-08
2,0,0,0,0,672.2849,0.093758434,0.093917802,-0.000629025,5.91E-08
2,0,0,0,0,672.2949,0.09275867,0.092891201,-0.00063651,5.91E-08
2,0,0,0,0,672.3049,0.091758914,0.091966316,-0.000633,5.82E-08
2,0,0,0,0,672.3149,0.090759143,0.090955608,-0.000643112,5.85E-08
2,0,0,0,0,672.3249,0.089759372,0.089884505,-0.000642219,5.77E-08
2,0,0,0,0,672.3349,0.088759616,0.088942669,-0.000646966,5.75E-08
2,0,0,0,0,672.3449,0.087759845,0.087892756,-0.000654004,5.75E-08
2,0,0,0,0,672.3549,0.086760081,0.086912766,-0.000650844,5.66E-08
2,0,0,0,0,672.3649,0.085760318,0.085909478,-0.000662218,5.69E-08
2,0,0,0,0,672.3749,0.084760562,0.084940098,-0.000660587,5.61E-08
2,0,0,0,0,672.3849,0.083760791,0.08391349,-0.000664865,5.58E-08
2,0,0,0,0,672.3949,0.082761027,0.08296635,-0.000670899,5.57E-08
2,0,0,0,0,672.4049,0.081761263,0.081920676,-0.000669998,5.49E-08
2,0,0,0,0,672.4149,0.080761507,0.080978841,-0.000680797,5.51E-08
2,0,0,0,0,672.4249,0.079761736,0.079971314,-0.000678705,5.43E-08
2,0,0,0,0,672.4349,0.078761973,0.078934118,-0.000683953,5.40E-08
2,0,0,0,0,672.4449,0.077762216,0.077986978,-0.000691089,5.39E-08
2,0,0,0,0,672.4549,0.076762445,0.076964609,-0.000688386,5.30E-08
2,0,0,0,0,672.4649,0.075762682,0.0759698,-0.000701167,5.33E-08
2,0,0,0,0,672.4749,0.074762911,0.074979223,-0.000698886,5.24E-08
2,0,0,0,0,672.4849,0.073763154,0.073964275,-0.000703561,5.20E-08
2,0,0,0,0,672.4949,0.072763391,0.07297688,-0.00071245,5.20E-08
2,0,0,0,0,672.5049,0.07176362,0.072001137,-0.000709957,5.11E-08
2,0,0,0,0,672.5149,0.070763856,0.070963942,-0.000721899,5.12E-08
2,0,0,0,0,672.5249,0.0697641,0.069974415,-0.000720784,5.04E-08
2,0,0,0,0,672.5349,0.068764329,0.068938278,-0.000726002,5.00E-08
2,0,0,0,0,672.5449,0.067764565,0.06801445,-0.000734762,5.00E-08
2,0,0,0,0,672.5549,0.066764809,0.066984668,-0.000732292,4.91E-08
2,0,0,0,0,672.5649,0.065765038,0.065950654,-0.000744212,4.91E-08
2,0,0,0,0,672.5749,0.064765267,0.064953722,-0.000743045,4.83E-08
2,0,0,0,0,672.5849,0.063765511,0.063964203,-0.000748786,4.79E-08
2,0,0,0,0,672.5949,0.062765747,0.062948197,-0.000757351,4.77E-08
2,0,0,0,0,672.6049,0.061765987,0.061990462,-0.000755259,4.68E-08
2,0,0,0,0,672.6149,0.060766224,0.060927842,-0.000767788,4.68E-08
2,0,0,0,0,672.6249,0.05976646,0.059936207,-0.000767678,4.60E-08
2,0,0,0,0,672.6349,0.0587667,0.058988012,-0.000773808,4.56E-08
2,0,0,0,0,672.6449,0.057766933,0.057913739,-0.000783037,4.53E-08
2,0,0,0,0,672.6549,0.056767162,0.056978244,-0.000780373,4.45E-08
2,0,0,0,0,672.6649,0.055767402,0.055979192,-0.000793643,4.44E-08
2,0,0,0,0,672.6749,0.054767635,0.054931402,-0.000793152,4.36E-08
2,0,0,0,0,672.6849,0.053767875,0.053993803,-0.000799887,4.32E-08
2,0,0,0,0,672.6949,0.052768111,0.053012755,-0.000809597,4.29E-08
2,0,0,0,0,672.7049,0.051768344,0.051949076,-0.000808209,4.20E-08
2,0,0,0,0,672.7149,0.050768584,0.05102101,-0.000819701,4.18E-08
2,0,0,0,0,672.7249,0.049768817,0.049903292,-0.00082111,4.10E-08
2,0,0,0,0,672.7349,0.048769053,0.048960391,-0.000828459,4.06E-08
2,0,0,0,0,672.7449,0.04776929,0.047964513,-0.000837715,4.02E-08
2,0,0,0,0,672.7549,0.046769526,0.046930503,-0.000837009,3.93E-08
2,0,0,0,0,672.7649,0.045769759,0.045990776,-0.000849663,3.91E-08
2,0,0,0,0,672.7749,0.044769999,0.044929214,-0.000850076,3.82E-08
2,0,0,0,0,672.7849,0.043770231,0.043949232,-0.00085709,3.77E-08
2,0,0,0,0,672.7949,0.042770468,0.043028578,-0.000866243,3.73E-08
2,0,0,0,0,672.8049,0.041770708,0.042005155,-0.000867214,3.64E-08
2,0,0,0,0,672.8149,0.040770937,0.041015636,-0.000879799,3.61E-08
2,0,0,0,0,672.8248,0.03976436,0.039935418,-0.000882174,3.52E-08
2,0,0,1,0,672.8347,0.038771413,0.038962435,-0.000889032,3.46E-08
2,0,0,1,0,672.8447,0.037771646,0.037984572,-0.000897753,3.41E-08
2,0,0,1,0,672.8547,0.036771882,0.036928311,-0.000897973,3.32E-08
2,0,0,1,0,672.8647,0.035772119,0.035970576,-0.000911547,3.28E-08
2,0,0,1,0,672.8747,0.034772355,0.034959871,-0.000911694,3.19E-08
2,0,0,1,0,672.8847,0.033772592,0.034015905,-0.000920324,3.13E-08
2,0,0,1,0,672.8947,0.032772828,0.032891836,-0.000930459,3.06E-08
2,0,0,1,0,672.9047,0.031773061,0.031958468,-0.000930297,2.97E-08
2,0,0,1,0,672.9147,0.030773301,0.030927632,-0.00094484,2.92E-08
2,0,0,1,0,672.9247,0.029773539,0.029944472,-0.000944902,2.83E-08
2,0,0,1,0,672.9347,0.028773774,0.028899862,-0.000953787,2.76E-08
2,0,0,1,0,672.9447,0.027774008,0.027966496,-0.000963651,2.69E-08
2,0,0,1,0,672.9547,0.026774246,0.02698545,-0.000962705,2.60E-08
2,0,0,1,0,672.9647,0.025774479,0.025942957,-0.00097722,2.54E-08
2,0,0,1,0,672.9747,0.024774717,0.024958739,-0.000978886,2.44E-08
2,0,0,1,0,672.9847,0.023774954,0.024028547,-0.000988732,2.38E-08
2,0,0,1,0,672.9947,0.02277519,0.022900241,-0.000998037,2.29E-08
2,0,0,1,0,673.0047,0.021775425,0.021965813,-0.000997071,2.19E-08
2,0,0,1,0,673.0147,0.020775661,0.020982651,-0.001012193,2.12E-08
2,0,0,1,0,673.0247,0.019775897,0.019995254,-0.001014061,2.03E-08
2,0,0,1,0,673.0347,0.018776132,0.018907206,-0.001022568,1.93E-08
2,0,0,1,0,673.0447,0.017776366,0.017966421,-0.001032475,1.85E-08
2,0,0,1,0,673.0547,0.016776603,0.016921811,-0.001033178,1.75E-08
2,0,0,1,0,673.0647,0.015776839,0.01589839,-0.001046631,1.66E-08
2,0,0,1,0,673.0747,0.014777077,0.014961844,-0.001049876,1.57E-08
2,0,0,1,0,673.0847,0.013777314,0.013934187,-0.001057128,1.47E-08
2,0,0,1,0,673.0947,0.012777548,0.012957382,-0.001068227,1.38E-08
2,0,0,1,0,673.1047,0.011777785,0.011947732,-0.00106909,1.28E-08
2,0,0,1,0,673.1147,0.01077802,0.010932787,-0.001082968,1.18E-08
2,0,0,1,0,673.1247,0.009778256,0.009971874,-0.001085566,1.08E-08
2,0,0,1,0,673.1347,0.008778492,0.008989771,-0.001094337,9.84E-09
2,0,0,1,0,673.1447,0.007778728,0.007986479,-0.001104108,8.82E-09
2,0,0,1,0,673.1547,0.006778965,0.00697895,-0.001104892,7.71E-09
2,0,0,1,0,673.1647,0.005779201,0.005979897,-0.001118931,6.69E-09
2,0,0,1,0,673.1747,0.004779436,0.00495012,-0.001122737,5.56E-09
2,0,0,1,0,673.1847,0.003779672,0.00392352,-0.001130341,4.43E-09
2,0,0,1,0,673.1947,0.002779908,0.002939299,-0.001140714,3.35E-09
2,0,0,1,0,673.2047,0.001780144,0.001875619,-0.001141055,2.14E-09
2,0,0,1,0,673.2147,0.00078038,0.000936954,-0.001156846,1.08E-09
2,0,0,1,0,673.2247,-0.000219384,-0.000111894,-0.001158115,1.30E-10
2,0,0,1,0,673.2347,-0.001219149,-0.001096115,-0.001166407,1.28E-09
2,0,0,1,0,673.2447,-0.002218914,-0.002111061,-0.001177567,2.49E-09
2,0,0,1,0,673.2547,-0.003218678,-0.003113294,-0.001178635,3.67E-09
2,0,0,1,0,673.2647,-0.004218442,-0.004096456,-0.001193115,4.89E-09
2,0,0,1,0,673.2747,-0.005218207,-0.005080678,-0.001195113,6.07E-09
2,0,0,1,0,673.2847,-0.006217971,-0.006114693,-0.001204817,7.37E-09
2,0,0,1,0,673.2947,-0.007217736,-0.007129639,-0.001214098,8.66E-09
2,0,0,1,0,673.3047,-0.008217502,-0.008084197,-0.001216184,9.83E-09
2,0,0,1,0,673.3147,-0.009217266,-0.009115035,-0.001229906,1.12E-08
2,0,0,1,0,673.3247,-0.010217031,-0.01010985,-0.00123203,1.25E-08
2,0,0,1,0,673.3347,-0.011216796,-0.011104667,-0.001242313,1.38E-08
2,0,0,1,0,673.3447,-0.01221656,-0.012080413,-0.001251982,1.51E-08
2,0,0,1,0,673.3547,-0.013216323,-0.013067814,-0.001252231,1.64E-08
2,0,0,1,0,673.3647,-0.014216089,-0.01404674,-0.00126924,1.78E-08
2,0,0,1,0,673.3747,-0.015215854,-0.015061683,-0.001269251,1.91E-08
2,0,0,1,0,673.3847,-0.016215619,-0.016080868,-0.001279281,2.06E-08
2,0,0,1,0,673.3947,-0.017215384,-0.017133951,-0.001289734,2.21E-08
2,0,0,1,0,673.4047,-0.01821515,-0.018081095,-0.001291083,2.33E-08
2,0,0,1,0,673.4147,-0.019214913,-0.019089682,-0.001306662,2.49E-08
2,0,0,1,0,673.4247,-0.020214679,-0.020067548,-0.001307836,2.62E-08
2,0,0,1,0,673.4347,-0.021214442,-0.021141823,-0.00131685,2.78E-08
2,0,0,1,0,673.4447,-0.022214206,-0.022067778,-0.001327555,2.93E-08
2,0,0,1,0,673.4547,-0.02321397,-0.023088018,-0.001327516,3.06E-08
2,0,0,1,0,673.4647,-0.024213735,-0.024060588,-0.001343212,3.23E-08
2,0,0,1,0,673.4747,-0.025213499,-0.02500985,-0.001345304,3.36E-08
2,0,0,1,0,673.4847,-0.026213264,-0.02604916,-0.001355008,3.53E-08
2,0,0,1,0,673.4947,-0.027213028,-0.027093768,-0.001367132,3.70E-08
2,0,0,1,0,673.5047,-0.028212793,-0.028093884,-0.001367271,3.84E-08
2,0,0,1,0,673.5147,-0.029212559,-0.02914167,-0.001381929,4.03E-08
2,0,0,1,0,673.5247,-0.030212322,-0.030071862,-0.001384198,4.16E-08
2,0,0,1,0,673.5347,-0.031212088,-0.031107996,-0.001392982,4.33E-08
2,0,0,1,0,673.5447,-0.032211859,-0.032062553,-0.001403359,4.50E-08
2,0,0,1,0,673.5547,-0.033211619,-0.033056311,-0.001405046,4.64E-08
2,0,0,1,0,673.5647,-0.034211386,-0.03408397,-0.001419969,4.84E-08
2,0,0,1,0,673.5747,-0.03521115,-0.035081964,-0.001421964,4.99E-08
2,0,0,1,0,673.5847,-0.03621091,-0.036101151,-0.001431897,5.17E-08
2,0,0,1,0,673.5947,-0.037210681,-0.037130926,-0.001441162,5.35E-08
2,0,0,1,0,673.6047,-0.03821044,-0.038038869,-0.001442671,5.49E-08
2,0,0,1,0,673.6147,-0.039210208,-0.039069705,-0.001458185,5.70E-08
2,0,0,1,0,673.6247,-0.040209971,-0.040107958,-0.001459424,5.85E-08
2,0,0,1,0,673.6347,-0.041209735,-0.041121848,-0.001469907,6.04E-08
2,0,0,1,0,673.6447,-0.042209502,-0.042084884,-0.001479138,6.22E-08
2,0,0,1,0,673.6547,-0.043209266,-0.043107241,-0.00148103,6.38E-08
2,0,0,1,0,673.6647,-0.04420903,-0.044082988,-0.001494781,6.59E-08
2,0,0,1,0,673.6746,-0.045217883,-0.045116376,-0.001498923,6.76E-08
2,0,0,0,0,673.6845,-0.046208561,-0.046106517,-0.001508208,6.95E-08
2,0,0,0,0,673.6945,-0.04720832,-0.047109813,-0.001517296,7.15E-08
2,0,0,0,0,673.7045,-0.048208088,-0.048036821,-0.001518078,7.29E-08
2,0,0,0,0,673.7145,-0.049207851,-0.049110044,-0.001533276,7.53E-08
2,0,0,0,0,673.7245,-0.050207615,-0.050083667,-0.001533938,7.68E-08
2,0,0,0,0,673.7345,-0.051207382,-0.051082723,-0.001544751,7.89E-08
2,0,0,0,0,673.7445,-0.052207142,-0.052095547,-0.001553909,8.10E-08
2,0,0,0,0,673.7545,-0.053206909,-0.05305858,-0.001554497,8.25E-08
2,0,0,0,0,673.7645,-0.054206673,-0.054084119,-0.001569707,8.49E-08
2,0,0,0,0,673.7745,-0.05520644,-0.055088472,-0.001570239,8.65E-08
2,0,0,0,0,673.7845,-0.056206208,-0.056068454,-0.001580465,8.86E-08
2,0,0,0,0,673.7945,-0.057205968,-0.05711836,-0.001590256,9.08E-08
2,0,0,0,0,673.8045,-0.058205731,-0.058083519,-0.001589779,9.23E-08
2,0,0,0,0,673.8145,-0.059205499,-0.05916097,-0.001605554,9.50E-08
2,0,0,0,0,673.8245,-0.060205262,-0.060087979,-0.001605325,9.65E-08
2,0,0,0,0,673.8345,-0.06120503,-0.061130479,-0.001614443,9.87E-08
2,0,0,0,0,673.8445,-0.062204797,-0.062118929,-0.001624071,1.01E-07
2,0,0,0,0,673.8545,-0.063204564,-0.063098922,-0.001624511,1.03E-07
2,0,0,0,0,673.8645,-0.06420432,-0.06412869,-0.001638132,1.05E-07
2,0,0,0,0,673.8745,-0.065204091,-0.065068424,-0.001639724,1.07E-07
2,0,0,0,0,673.8845,-0.066203855,-0.066102438,-0.001647993,1.09E-07
2,0,0,0,0,673.8945,-0.067203619,-0.067131154,-0.001657666,1.11E-07
2,0,0,0,0,673.9045,-0.068203382,-0.068105839,-0.001657092,1.13E-07
2,0,0,0,0,673.9145,-0.069203153,-0.069066756,-0.001670645,1.15E-07
2,0,0,0,0,673.9245,-0.070202917,-0.069996946,-0.001671412,1.17E-07
2,0,0,0,0,673.9345,-0.071202681,-0.071125247,-0.001678979,1.19E-07
2,0,0,0,0,673.9445,-0.072202444,-0.072139144,-0.001688111,1.22E-07
2,0,0,0,0,673.9545,-0.073202215,-0.073059797,-0.001688658,1.23E-07
2,0,0,0,0,673.9645,-0.074201971,-0.074032359,-0.001700606,1.26E-07
2,0,0,0,0,673.9745,-0.075201735,-0.074977376,-0.001701346,1.28E-07
2,0,0,0,0,673.9845,-0.076201506,-0.076028355,-0.00170948,1.30E-07
2,0,0,0,0,673.9945,-0.07720127,-0.077044353,-0.00171588,1.32E-07
2,0,0,0,0,674.0045,-0.078201026,-0.078032814,-0.001718062,1.34E-07
2,0,0,0,0,674.0145,-0.079200789,-0.079043523,-0.001729724,1.37E-07
2,0,0,0,0,674.0245,-0.08020056,-0.080077536,-0.001728322,1.38E-07
2,0,0,0,0,674.0345,-0.081200324,-0.081043758,-0.001736112,1.41E-07
2,0,0,0,0,674.0445,-0.082200088,-0.082084119,-0.001742865,1.43E-07
2,0,0,0,0,674.0545,-0.083199851,-0.083049275,-0.001743852,1.45E-07
2,0,0,0,0,674.0645,-0.084199622,-0.084051497,-0.001755256,1.48E-07
2,0,0,0,0,674.0745,-0.085199378,-0.085047379,-0.001752751,1.49E-07
2,0,0,0,0,674.0845,-0.086199142,-0.086016774,-0.001761244,1.51E-07
2,0,0,0,0,674.0945,-0.087198913,-0.087013707,-0.001766634,1.54E-07
2,0,0,0,0,674.1045,-0.088198677,-0.088019125,-0.001764971,1.55E-07
2,0,0,0,0,674.1145,-0.08919844,-0.088989563,-0.001777889,1.58E-07
2,0,0,0,0,674.1245,-0.090198204,-0.090015106,-0.001774502,1.60E-07
2,0,0,0,0,674.1345,-0.091197975,-0.091031112,-0.001782635,1.62E-07
2,0,0,0,0,674.1445,-0.092197731,-0.091956005,-0.001787689,1.64E-07
2,0,0,0,0,674.1545,-0.093197495,-0.093039818,-0.001784608,1.66E-07
2,0,0,0,0,674.1645,-0.094197266,-0.09402404,-0.001795552,1.69E-07
2,0,0,0,0,674.1745,-0.095197022,-0.095069699,-0.001793154,1.70E-07
2,0,0,0,0,674.1845,-0.096196786,-0.096041203,-0.001798136,1.73E-07
2,0,0,0,0,674.1945,-0.097196557,-0.097085819,-0.001806071,1.75E-07
2,0,0,0,0,674.2045,-0.09819632,-0.098059446,-0.001802205,1.77E-07
2,0,0,0,0,674.2145,-0.099196084,-0.099035204,-0.001813283,1.80E-07
2,0,0,0,0,674.2245,-0.100195847,-0.100059688,-0.001808327,1.81E-07
2,0,0,0,0,674.2345,-0.101195619,-0.101068266,-0.001812725,1.83E-07
2,0,0,0,0,674.2445,-0.102195375,-0.102077916,-0.001819061,1.86E-07
2,0,0,0,0,674.2545,-0.103195138,-0.103027172,-0.001813675,1.87E-07
2,0,0,0,0,674.2645,-0.104194902,-0.104036815,-0.001824145,1.90E-07
2,0,0,0,0,674.2745,-0.105194673,-0.105036937,-0.001819938,1.91E-07
2,0,0,0,0,674.2845,-0.106194437,-0.10612075,-0.001823345,1.93E-07
2,0,0,0,0,674.2945,-0.107194193,-0.107061535,-0.001828195,1.96E-07
2,0,0,0,0,674.3045,-0.108193971,-0.108009726,-0.001824267,1.97E-07
2,0,0,0,0,674.3145,-0.109193727,-0.109045878,-0.001832643,2.00E-07
2,0,0,0,0,674.3245,-0.110193498,-0.110075645,-0.001827225,2.01E-07
2,0,0,0,0,674.3345,-0.111193262,-0.111061983,-0.001830781,2.03E-07
2,0,0,0,0,674.3445,-0.112193026,-0.112036675,-0.001833561,2.05E-07
2,0,0,0,0,674.3545,-0.113192782,-0.113039955,-0.001829019,2.07E-07
2,0,0,0,0,674.3645,-0.114192545,-0.114051737,-0.001836082,2.09E-07
2,0,0,0,0,674.3745,-0.115192324,-0.115030646,-0.001830308,2.11E-07
2,0,0,0,0,674.3845,-0.11619208,-0.116032891,-0.001833454,2.13E-07
2,0,0,0,0,674.3945,-0.117191844,-0.116987444,-0.001834342,2.15E-07
2,0,0,0,0,674.4045,-0.118191607,-0.118054301,-0.001828814,2.16E-07
2,0,0,0,0,674.4145,-0.119191378,-0.119031101,-0.001835014,2.18E-07
2,0,0,0,0,674.4245,-0.120191142,-0.120039701,-0.001827969,2.19E-07
2,0,0,0,0,674.4345,-0.121190906,-0.121030279,-0.001830883,2.22E-07
2,0,0,0,0,674.4445,-0.122190669,-0.121996485,-0.001830857,2.23E-07
2,0,0,0,0,674.4545,-0.123190433,-0.123115264,-0.001825931,2.25E-07
2,0,0,0,0,674.4645,-0.124190204,-0.124016851,-0.001831086,2.27E-07
2,0,0,0,0,674.4745,-0.125189975,-0.125031799,-0.001822604,2.28E-07
2,0,0,0,0,674.4845,-0.126189739,-0.126050979,-0.001824113,2.30E-07
2,0,0,0,0,674.4945,-0.127189502,-0.126952574,-0.001824023,2.32E-07
2,0,0,0,0,674.5045,-0.128189266,-0.128034249,-0.001817454,2.33E-07
2,0,0,0,0,674.5145,-0.129189029,-0.129025891,-0.001824314,2.35E-07
2,0,0,1,0,674.5243,-0.130188808,-0.130037665,-0.00181631,2.36E-07
2,0,0,1,0,674.5343,-0.131188557,-0.130982682,-0.001816367,2.38E-07
2,0,0,1,0,674.5443,-0.132188335,-0.132020921,-0.001814647,2.40E-07
2,0,0,1,0,674.5543,-0.133188084,-0.13299033,-0.001805517,2.40E-07
2,0,0,1,0,674.5643,-0.134187832,-0.134080485,-0.001810437,2.43E-07
2,0,0,1,0,674.5743,-0.135187611,-0.135055184,-0.001800297,2.43E-07
2,0,0,1,0,674.5843,-0.136187389,-0.136069059,-0.001800544,2.45E-07
2,0,0,1,0,674.5943,-0.137187153,-0.137045875,-0.001798374,2.46E-07
2,0,0,1,0,674.6043,-0.138186917,-0.138027966,-0.001788434,2.47E-07
2,0,0,1,0,674.6143,-0.139186695,-0.138988882,-0.001794475,2.49E-07
2,0,0,1,0,674.6243,-0.140186444,-0.140023977,-0.001782986,2.50E-07
2,0,0,1,0,674.6343,-0.141186208,-0.141037852,-0.001781729,2.51E-07
2,0,0,1,0,674.6443,-0.142185971,-0.142049626,-0.001780161,2.53E-07
2,0,0,1,0,674.6543,-0.143185735,-0.142973453,-0.001769747,2.53E-07
2,0,0,1,0,674.6643,-0.144185513,-0.14401488,-0.001773109,2.55E-07
2,0,0,1,0,674.6743,-0.145185262,-0.145049959,-0.001762029,2.56E-07
2,0,0,1,0,674.6843,-0.146185026,-0.146093518,-0.001758908,2.57E-07
2,0,0,1,0,674.6943,-0.147184789,-0.14706926,-0.001757597,2.58E-07
2,0,0,1,0,674.7043,-0.148184553,-0.148056656,-0.001746365,2.59E-07
2,0,0,1,0,674.7143,-0.149184316,-0.149013326,-0.001748837,2.61E-07
2,0,0,1,0,674.7243,-0.150184095,-0.150013447,-0.001736419,2.60E-07
2,0,0,1,0,674.7343,-0.151183859,-0.15096271,-0.001734758,2.62E-07
2,0,0,1,0,674.7443,-0.152183637,-0.152106896,-0.001730244,2.63E-07
2,0,0,1,0,674.7543,-0.153183386,-0.15304026,-0.001720666,2.63E-07
2,0,0,1,0,674.7643,-0.154183149,-0.154026613,-0.001720934,2.65E-07
2,0,0,1,0,674.7743,-0.155182898,-0.155082896,-0.001709334,2.65E-07
2,0,0,1,0,674.7843,-0.156182662,-0.155982345,-0.001706824,2.66E-07
2,0,0,1,0,674.7943,-0.15718244,-0.157011062,-0.001702583,2.67E-07
2,0,0,1,0,674.8043,-0.158182204,-0.157974094,-0.001690175,2.67E-07
2,0,0,1,0,674.8143,-0.159181967,-0.158944547,-0.001692042,2.69E-07
2,0,0,1,0,674.8243,-0.160181731,-0.159984902,-0.00167736,2.68E-07
2,0,0,1,0,674.8343,-0.161181495,-0.161060229,-0.001676779,2.70E-07
2,0,0,1,0,674.8443,-0.162181273,-0.162078381,-0.001669476,2.71E-07
2,0,0,1,0,674.8543,-0.163181037,-0.162973598,-0.00165846,2.70E-07
2,0,0,1,0,674.8643,-0.164180785,-0.163978994,-0.001659124,2.72E-07
2,0,0,1,0,674.8743,-0.165180564,-0.165027857,-0.001645322,2.72E-07
2,0,0,1,0,674.8843,-0.166180328,-0.166054457,-0.001642214,2.73E-07
2,0,0,1,0,674.8943,-0.167180091,-0.167123437,-0.001635668,2.73E-07
2,0,0,1,0,674.9043,-0.16817984,-0.168019727,-0.001622737,2.73E-07
2,0,0,1,0,674.9143,-0.169179618,-0.168996528,-0.001623014,2.74E-07
2,0,0,1,0,674.9243,-0.170179382,-0.169989243,-0.001607934,2.73E-07
2,0,0,1,0,674.9343,-0.171179146,-0.171024308,-0.001607593,2.75E-07
2,0,0,1,0,674.9443,-0.172178909,-0.172029719,-0.001598827,2.75E-07
2,0,0,1,0,674.9543,-0.173178673,-0.172984272,-0.001586324,2.74E-07
2,0,0,1,0,674.9643,-0.174178451,-0.174076572,-0.001587177,2.76E-07
2,0,0,1,0,674.9743,-0.175178215,-0.175042778,-0.001572784,2.75E-07
2,0,0,1,0,674.9843,-0.176177964,-0.176079959,-0.001567922,2.76E-07
2,0,0,1,0,674.9943,-0.177177727,-0.1770695,-0.001561534,2.76E-07
2,0,0,1,0,675.0043,-0.178177506,-0.178022966,-0.001547427,2.75E-07
2,0,0,1,0,675.0143,-0.179177269,-0.179031566,-0.001548726,2.77E-07
2,0,0,1,0,675.0243,-0.180177018,-0.180012599,-0.001534963,2.76E-07
2,0,0,1,0,675.0343,-0.181176782,-0.181020141,-0.001529712,2.77E-07
2,0,0,1,0,675.0443,-0.182176545,-0.18207109,-0.001522731,2.77E-07
2,0,0,1,0,675.0543,-0.183176309,-0.18301931,-0.001508187,2.76E-07
2,0,0,1,0,675.0643,-0.184176087,-0.184036374,-0.001509186,2.78E-07
2,0,0,1,0,675.0743,-0.185175851,-0.185076743,-0.001493743,2.76E-07
2,0,0,1,0,675.0843,-0.1861756,-0.185992107,-0.001488925,2.77E-07
2,0,0,1,0,675.0943,-0.187175393,-0.186953008,-0.001482619,2.77E-07
2,0,0,1,0,675.1043,-0.188175142,-0.188032597,-0.001468071,2.76E-07
2,0,0,1,0,675.1143,-0.189174905,-0.188961715,-0.001467358,2.77E-07
2,0,0,1,0,675.1243,-0.190174654,-0.190046594,-0.001452058,2.76E-07
2,0,0,1,0,675.1343,-0.191174433,-0.190995857,-0.00144754,2.76E-07
2,0,0,1,0,675.1443,-0.192174196,-0.191979006,-0.001440964,2.77E-07
2,0,0,1,0,675.1543,-0.19317396,-0.1930141,-0.001427314,2.75E-07
2,0,0,1,0,675.1643,-0.194173723,-0.194053397,-0.001424885,2.77E-07
2,0,0,1,0,675.1743,-0.195173502,-0.195032313,-0.001411297,2.75E-07
2,0,0,1,0,675.1843,-0.196173266,-0.196018651,-0.001405507,2.76E-07
2,0,0,1,0,675.1943,-0.197173029,-0.197064325,-0.001397766,2.75E-07
2,0,0,1,0,675.2043,-0.198172778,-0.197997704,-0.001384791,2.74E-07
2,0,0,1,0,675.2143,-0.199172556,-0.198934242,-0.001383541,2.75E-07
2,0,0,1,0,675.2243,-0.20017232,-0.199996859,-0.001368327,2.74E-07
2,0,0,1,0,675.2343,-0.201172084,-0.200993791,-0.001364454,2.74E-07
2,0,0,1,0,675.2443,-0.202171847,-0.201984391,-0.001355392,2.74E-07
2,0,0,1,0,675.2543,-0.203171596,-0.202954829,-0.001342567,2.72E-07
2,0,0,1,0,675.2643,-0.20417136,-0.20397827,-0.001341614,2.74E-07
